1293, 1121, 1287, 1031, 1614, 1009, 1620, 1099
147, 1228, 140, 1141, 498, 1113, 505, 1199
1127, 1261, 1119, 1148, 1559, 1119, 1567, 1232
741, 1284, 735, 1195, 1031, 1178, 1036, 1267
213, 1319, 206, 1206, 631, 1181, 638, 1294
1171, 1329, 1167, 1250, 1494, 1232, 1498, 1311
305, 1382, 302, 1305, 521, 1297, 524, 1374
1103, 1418, 1098, 1341, 1430, 1322, 1434, 1398
167, 1479, 162, 1399, 952, 1348, 957, 1428
1223, 1498, 1218, 1422, 1431, 1409, 1436, 1485
779, 1525, 776, 1450, 846, 1447, 849, 1522
186, 1563, 182, 1489, 444, 1474, 448, 1548
184, 1648, 179, 1571, 644, 1544, 648, 1620
185, 1727, 183, 1648, 455, 1638, 458, 1717
191, 1818, 187, 1737, 1126, 1688, 1131, 1769
371, 1897, 368, 1831, 1147, 1794, 1150, 1860
477, 1961, 474, 1893, 1047, 1865, 1051, 1933
220, 2079, 216, 2004, 1083, 1958, 1087, 2033
1223, 2662, 910, 2600, 933, 2483, 1246, 2545
964, 3912, 964, 3798, 1085, 3798, 1085, 3912
