205, 1199, 202, 1121, 642, 1103, 645, 1181
1170, 1268, 1167, 1164, 1600, 1152, 1603, 1257
282, 1292, 278, 1192, 683, 1174, 687, 1275
791, 1272, 790, 1189, 1078, 1185, 1079, 1267
1226, 1329, 1225, 1259, 1540, 1253, 1541, 1324
380, 1344, 380, 1276, 573, 1276, 573, 1344
1137, 1411, 1135, 1340, 1465, 1332, 1467, 1404
210, 1430, 209, 1358, 985, 1340, 987, 1412
1166, 1493, 1164, 1422, 1521, 1414, 1522, 1485
805, 1498, 805, 1428, 873, 1428, 873, 1498
216, 1509, 215, 1442, 471, 1438, 472, 1505
201, 1589, 200, 1519, 662, 1513, 663, 1583
183, 1753, 183, 1676, 1056, 1671, 1057, 1749
350, 1837, 349, 1778, 1148, 1776, 1148, 1835
448, 1907, 448, 1844, 1039, 1844, 1039, 1907
1067, 2014, 165, 2007, 166, 1929, 1068, 1936
