1442, 1169, 1441, 1076, 1797, 1072, 1798, 1165
549, 1207, 149, 1202, 150, 1108, 550, 1113
1250, 1312, 1249, 1187, 1733, 1185, 1734, 1310
701, 1318, 218, 1310, 220, 1186, 703, 1193
817, 1312, 817, 1216, 1146, 1216, 1146, 1312
571, 1394, 322, 1390, 323, 1306, 572, 1311
1296, 1389, 1295, 1306, 1654, 1302, 1655, 1385
1216, 1478, 1216, 1400, 1582, 1400, 1582, 1478
155, 1487, 155, 1398, 1050, 1398, 1050, 1487
846, 1580, 846, 1498, 926, 1498, 926, 1580
1341, 1576, 1341, 1492, 1576, 1492, 1576, 1576
167, 1583, 167, 1503, 466, 1503, 466, 1583
157, 1678, 156, 1595, 691, 1593, 691, 1676
464, 1771, 154, 1769, 155, 1683, 464, 1686
157, 1874, 156, 1782, 1224, 1778, 1225, 1870
358, 1969, 358, 1899, 1242, 1899, 1242, 1969
471, 2050, 471, 1976, 1125, 1976, 1125, 2050
167, 2164, 167, 2080, 1160, 2080, 1160, 2164
