196, 1136, 194, 1065, 585, 1054, 587, 1125
1156, 1186, 1147, 1092, 1563, 1051, 1572, 1144
811, 1206, 806, 1130, 1035, 1117, 1039, 1192
272, 1233, 268, 1140, 680, 1123, 684, 1216
1199, 1240, 1193, 1175, 1503, 1144, 1509, 1208
345, 1283, 344, 1221, 602, 1213, 604, 1275
1134, 1307, 1128, 1241, 1443, 1213, 1449, 1279
206, 1362, 202, 1288, 981, 1252, 985, 1326
1251, 1369, 1243, 1306, 1402, 1286, 1410, 1349
771, 1400, 768, 1330, 906, 1325, 909, 1396
214, 1431, 211, 1363, 517, 1348, 520, 1416
200, 1498, 197, 1434, 658, 1416, 661, 1481
192, 1564, 191, 1500, 465, 1494, 467, 1558
186, 1655, 182, 1575, 1154, 1527, 1158, 1607
377, 1727, 374, 1661, 1171, 1624, 1174, 1690
469, 1783, 466, 1720, 1067, 1691, 1070, 1754
176, 1890, 172, 1818, 1103, 1775, 1106, 1848
