1391, 894, 1389, 821, 1699, 812, 1702, 884
270, 958, 268, 880, 620, 871, 622, 949
1230, 1010, 1226, 915, 1650, 898, 1653, 993
327, 1037, 324, 941, 745, 930, 747, 1027
853, 1018, 852, 943, 1138, 939, 1139, 1014
1276, 1066, 1275, 1000, 1588, 994, 1589, 1061
414, 1092, 414, 1026, 630, 1026, 630, 1092
1205, 1145, 1204, 1079, 1528, 1070, 1530, 1136
264, 1177, 262, 1104, 1056, 1078, 1058, 1151
1323, 1220, 1320, 1152, 1530, 1144, 1532, 1212
878, 1232, 878, 1169, 942, 1169, 942, 1232
271, 1256, 269, 1189, 536, 1178, 539, 1245
262, 1329, 260, 1263, 737, 1251, 739, 1316
253, 1404, 253, 1334, 535, 1331, 536, 1401
252, 1493, 249, 1419, 1223, 1391, 1225, 1465
430, 1570, 428, 1510, 1241, 1488, 1243, 1548
537, 1634, 535, 1571, 1137, 1554, 1138, 1617
250, 1742, 248, 1672, 1172, 1644, 1175, 1714
